Transaction_ID,Date,Region,City,Product,Channel,Units_Sold,Unit_Price ,Revenue ,Cost_per_Unit ,Total_Cost ,Profit
T02485,01-07-2024,Upper Bavaria,Passau,Club-Mate,Retail,4893,1.48,7250.32,0.94,4591.38,2658.93
T02486,01-07-2024,Upper Bavaria,Passau,Club-Mate,Supermarket,5800,1.35,7854.74,0.85,4907.61,2947.13
T02487,01-07-2024,Upper Bavaria,Passau,Club-Mate,Club/Bar,6800,1.47,9986.91,0.98,6663.69,3323.21
T02488,01-07-2024,Upper Bavaria,Passau,Club-Mate,Online,3431,1.4,4810.97,0.92,3173,1637.97
T02489,01-07-2024,Upper Bavaria,Passau,Coca-Cola,Retail,9154,0.83,7608.72,0.61,5588.56,2020.16
T02490,01-07-2024,Upper Bavaria,Passau,Coca-Cola,Supermarket,14618,0.86,12626.21,0.7,10192.86,2433.35
T02491,01-07-2024,Upper Bavaria,Passau,Coca-Cola,Club/Bar,19111,0.8,15383.21,0.55,10585.41,4797.8
T02492,01-07-2024,Upper Bavaria,Passau,Coca-Cola,Online,8607,0.86,7412.85,0.6,5165.45,2247.4
T02493,01-07-2024,Upper Bavaria,Passau,Pepsi,Retail,19630,1.15,22488.99,0.57,11136.56,11352.43
T02494,01-07-2024,Upper Bavaria,Passau,Pepsi,Supermarket,8245,1.16,9589.98,0.6,4960.91,4629.07
T02495,01-07-2024,Upper Bavaria,Passau,Pepsi,Club/Bar,8671,1.14,9916.1,0.64,5589.3,4326.79
T02496,01-07-2024,Upper Bavaria,Passau,Pepsi,Online,12119,1.12,13632.19,0.52,6354.73,7277.47
T02497,01-07-2024,Upper Bavaria,Rosenheim,Club-Mate,Retail,6302,1.28,8097.37,0.85,5341.93,2755.44
T02498,01-07-2024,Upper Bavaria,Rosenheim,Club-Mate,Supermarket,3861,1.25,4825.47,0.83,3192.22,1633.25
T02499,01-07-2024,Upper Bavaria,Rosenheim,Club-Mate,Club/Bar,4297,1.39,5959.32,0.99,4242.6,1716.72
T02500,01-07-2024,Upper Bavaria,Rosenheim,Club-Mate,Online,2036,1.23,2499.53,0.94,1912.76,586.77
T02501,01-07-2024,Upper Bavaria,Rosenheim,Coca-Cola,Retail,14058,1,14087.58,0.61,8513.68,5573.9
T02502,01-07-2024,Upper Bavaria,Rosenheim,Coca-Cola,Supermarket,15441,0.93,14294.2,0.6,9310.23,4983.97
T02503,01-07-2024,Upper Bavaria,Rosenheim,Coca-Cola,Club/Bar,15427,1.19,18385.16,0.51,7811.85,10573.31
T02504,01-07-2024,Upper Bavaria,Rosenheim,Coca-Cola,Online,13748,0.92,12687.57,0.52,7150.63,5536.94
T02505,01-07-2024,Upper Bavaria,Rosenheim,Pepsi,Retail,13279,1.09,14529.2,0.54,7207.55,7321.65
T02506,01-07-2024,Upper Bavaria,Rosenheim,Pepsi,Supermarket,16814,1.03,17270.36,0.54,9076.57,8193.79
T02507,01-07-2024,Upper Bavaria,Rosenheim,Pepsi,Club/Bar,11124,1.14,12710.58,0.51,5638.2,7072.38
T02508,01-07-2024,Upper Bavaria,Rosenheim,Pepsi,Online,18586,1.19,22070.16,0.56,10321.92,11748.24
T02509,01-08-2024,Upper Bavaria,Munich,Club-Mate,Retail,5857,1.41,8271.71,0.85,4985.2,3286.51
T02510,01-08-2024,Upper Bavaria,Munich,Club-Mate,Supermarket,3764,1.46,5499.02,0.87,3256.9,2242.12
T02511,01-08-2024,Upper Bavaria,Munich,Club-Mate,Club/Bar,6156,1.22,7525.11,0.87,5375.62,2149.49
T02512,01-08-2024,Upper Bavaria,Munich,Club-Mate,Online,5384,1.33,7183.93,0.96,5177.39,2006.54
T02513,01-08-2024,Upper Bavaria,Munich,Coca-Cola,Retail,10161,0.8,8153.01,0.67,6813.21,1339.81
T02514,01-08-2024,Upper Bavaria,Munich,Coca-Cola,Supermarket,17158,1.09,18782.6,0.66,11292.47,7490.13
T02515,01-08-2024,Upper Bavaria,Munich,Coca-Cola,Club/Bar,19378,1.16,22400.09,0.59,11420.53,10979.56
T02516,01-08-2024,Upper Bavaria,Munich,Coca-Cola,Online,9527,1.03,9771.71,0.56,5355.15,4416.55
T02517,01-08-2024,Upper Bavaria,Munich,Pepsi,Retail,8993,1.12,10097.6,0.6,5391.22,4706.38
T02518,01-08-2024,Upper Bavaria,Munich,Pepsi,Supermarket,14477,0.83,11950.13,0.55,7971.76,3978.37
T02519,01-08-2024,Upper Bavaria,Munich,Pepsi,Club/Bar,8501,0.96,8127.94,0.54,4556.94,3570.99
T02520,01-08-2024,Upper Bavaria,Munich,Pepsi,Online,17862,1.18,21073.82,0.58,10413.18,10660.64
T02521,01-08-2024,Swabia,Nuremberg,Club-Mate,Retail,6653,1.43,9518.88,0.81,5389.45,4129.44
T02522,01-08-2024,Swabia,Nuremberg,Club-Mate,Supermarket,4109,1.39,5692.53,0.92,3771.68,1920.84
T02523,01-08-2024,Swabia,Nuremberg,Club-Mate,Club/Bar,4106,1.4,5757.44,0.92,3774.29,1983.14
T02524,01-08-2024,Swabia,Nuremberg,Club-Mate,Online,4236,1.44,6079.4,0.84,3539.79,2539.6
T02525,01-08-2024,Swabia,Nuremberg,Coca-Cola,Retail,11462,1.19,13618.52,0.53,6074.18,7544.34
T02526,01-08-2024,Swabia,Nuremberg,Coca-Cola,Supermarket,19339,1.14,22005.35,0.6,11595.73,10409.62
T02527,01-08-2024,Swabia,Nuremberg,Coca-Cola,Club/Bar,8903,0.99,8831.37,0.65,5793.49,3037.88
T02528,01-08-2024,Swabia,Nuremberg,Coca-Cola,Online,14671,0.82,11988.55,0.59,8626.03,3362.52
T02529,01-08-2024,Swabia,Nuremberg,Pepsi,Retail,12794,1.01,12949.88,0.69,8809.09,4140.79
T02530,01-08-2024,Swabia,Nuremberg,Pepsi,Supermarket,15486,0.8,12447.6,0.6,9342.73,3104.86
T02531,01-08-2024,Swabia,Nuremberg,Pepsi,Club/Bar,10909,1.13,12350.56,0.63,6881.87,5468.69
T02532,01-08-2024,Swabia,Nuremberg,Pepsi,Online,8744,0.81,7120.42,0.64,5599.27,1521.15
T02533,01-08-2024,Upper Palatinate,Augsburg,Club-Mate,Retail,2370,1.4,3328.87,0.99,2347.09,981.78
T02534,01-08-2024,Upper Palatinate,Augsburg,Club-Mate,Supermarket,2247,1.23,2772.71,0.88,1970.62,802.08
T02535,01-08-2024,Upper Palatinate,Augsburg,Club-Mate,Club/Bar,6442,1.27,8159.79,0.81,5246.47,2913.32
T02536,01-08-2024,Upper Palatinate,Augsburg,Club-Mate,Online,2493,1.49,3712.11,0.8,2000.86,1711.26
T02537,01-08-2024,Upper Palatinate,Augsburg,Coca-Cola,Retail,17238,1.2,20651.51,0.51,8716.62,11934.89
T02538,01-08-2024,Upper Palatinate,Augsburg,Coca-Cola,Supermarket,14560,1.19,17322.13,0.52,7508.97,9813.15
T02539,01-08-2024,Upper Palatinate,Augsburg,Coca-Cola,Club/Bar,10846,0.98,10639.15,0.69,7494.68,3144.47
T02540,01-08-2024,Upper Palatinate,Augsburg,Coca-Cola,Online,19681,0.89,17473.19,0.67,13127,4346.19
T02541,01-08-2024,Upper Palatinate,Augsburg,Pepsi,Retail,18886,0.89,16795.53,0.56,10637.94,6157.59
T02542,01-08-2024,Upper Palatinate,Augsburg,Pepsi,Supermarket,8494,0.85,7213.4,0.51,4301.37,2912.04
T02543,01-08-2024,Upper Palatinate,Augsburg,Pepsi,Club/Bar,17717,1.03,18183.01,0.62,11065.81,7117.21
T02544,01-08-2024,Upper Palatinate,Augsburg,Pepsi,Online,16948,1.11,18738.58,0.69,11763.51,6975.07
T02545,01-08-2024,Upper Franconia,Regensburg,Club-Mate,Retail,3776,1.31,4954.22,0.92,3469.82,1484.4
T02546,01-08-2024,Upper Franconia,Regensburg,Club-Mate,Supermarket,6447,1.2,7749,0.85,5498.18,2250.82
T02547,01-08-2024,Upper Franconia,Regensburg,Club-Mate,Club/Bar,2260,1.49,3371.98,0.96,2165.83,1206.15
T02548,01-08-2024,Upper Franconia,Regensburg,Club-Mate,Online,5315,1.27,6737.42,0.83,4422.13,2315.29
T02549,01-08-2024,Upper Franconia,Regensburg,Coca-Cola,Retail,8059,0.91,7328.41,0.65,5221.11,2107.3
T02550,01-08-2024,Upper Franconia,Regensburg,Coca-Cola,Supermarket,18385,1.13,20746.58,0.68,12547.77,8198.82
T02551,01-08-2024,Upper Franconia,Regensburg,Coca-Cola,Club/Bar,17102,1.16,19875.81,0.62,10527.48,9348.33
T02552,01-08-2024,Upper Franconia,Regensburg,Coca-Cola,Online,19485,0.96,18731.62,0.67,13047.05,5684.58
T02553,01-08-2024,Upper Franconia,Regensburg,Pepsi,Retail,9484,0.89,8469.88,0.67,6357.02,2112.86
T02554,01-08-2024,Upper Franconia,Regensburg,Pepsi,Supermarket,16417,0.98,16142.54,0.54,8862.45,7280.09
T02555,01-08-2024,Upper Franconia,Regensburg,Pepsi,Club/Bar,10029,1.14,11479.87,0.68,6865.73,4614.14
T02556,01-08-2024,Upper Franconia,Regensburg,Pepsi,Online,10951,0.86,9442.08,0.63,6880.68,2561.4
T02557,01-08-2024,Franconia,Würzburg,Club-Mate,Retail,5900,1.42,8386.71,0.86,5075.62,3311.09
T02558,01-08-2024,Franconia,Würzburg,Club-Mate,Supermarket,5349,1.43,7659.67,0.99,5320.33,2339.34
T02559,01-08-2024,Franconia,Würzburg,Club-Mate,Club/Bar,5750,1.36,7833.72,0.95,5482.61,2351.11
T02560,01-08-2024,Franconia,Würzburg,Club-Mate,Online,6992,1.44,10066.89,0.82,5734.33,4332.56
T02561,01-08-2024,Franconia,Würzburg,Coca-Cola,Retail,11947,0.98,11702.02,0.68,8133.08,3568.94
T02562,01-08-2024,Franconia,Würzburg,Coca-Cola,Supermarket,10344,1,10339.83,0.52,5371.92,4967.91
T02563,01-08-2024,Franconia,Würzburg,Coca-Cola,Club/Bar,9597,1.02,9753.07,0.58,5540.7,4212.37
T02564,01-08-2024,Franconia,Würzburg,Coca-Cola,Online,9402,1.13,10604.29,0.69,6532.24,4072.05
T02565,01-08-2024,Franconia,Würzburg,Pepsi,Retail,9733,1.05,10244.13,0.52,5050.17,5193.96
T02566,01-08-2024,Franconia,Würzburg,Pepsi,Supermarket,19669,0.98,19284.36,0.62,12173.22,7111.14
T02567,01-08-2024,Franconia,Würzburg,Pepsi,Club/Bar,18926,0.94,17728.85,0.61,11599.83,6129.02
T02568,01-08-2024,Franconia,Würzburg,Pepsi,Online,9758,1.15,11211.16,0.5,4916.65,6294.51
T02569,01-08-2024,Franconia,Ingolstadt,Club-Mate,Retail,4422,1.5,6615.72,0.87,3841.92,2773.8
T02570,01-08-2024,Franconia,Ingolstadt,Club-Mate,Supermarket,4879,1.5,7314.57,0.84,4099.2,3215.37
T02571,01-08-2024,Franconia,Ingolstadt,Club-Mate,Club/Bar,5788,1.33,7697.49,0.97,5629.73,2067.76
T02572,01-08-2024,Franconia,Ingolstadt,Club-Mate,Online,4026,1.37,5520.47,0.81,3280.68,2239.79
T02573,01-08-2024,Franconia,Ingolstadt,Coca-Cola,Retail,9693,0.99,9590.41,0.67,6472.01,3118.4
T02574,01-08-2024,Franconia,Ingolstadt,Coca-Cola,Supermarket,15154,1.04,15693.15,0.67,10081.08,5612.08
T02575,01-08-2024,Franconia,Ingolstadt,Coca-Cola,Club/Bar,13663,0.84,11489.04,0.58,7978.99,3510.05
T02576,01-08-2024,Franconia,Ingolstadt,Coca-Cola,Online,11861,0.89,10590.5,0.57,6717.48,3873.03
T02577,01-08-2024,Franconia,Ingolstadt,Pepsi,Retail,14058,1.03,14451.61,0.52,7324.08,7127.53
T02578,01-08-2024,Franconia,Ingolstadt,Pepsi,Supermarket,12322,1.11,13718.93,0.55,6761.06,6957.87
T02579,01-08-2024,Franconia,Ingolstadt,Pepsi,Club/Bar,9084,0.95,8591.67,0.59,5334.82,3256.85
T02580,01-08-2024,Franconia,Ingolstadt,Pepsi,Online,19493,0.97,18813.85,0.54,10489.06,8324.79
T02581,01-08-2024,Lower Franconia,Erlangen,Club-Mate,Retail,3504,1.45,5080.56,0.98,3447.89,1632.67
T02582,01-08-2024,Lower Franconia,Erlangen,Club-Mate,Supermarket,2835,1.49,4216.73,0.9,2555.79,1660.93
T02583,01-08-2024,Lower Franconia,Erlangen,Club-Mate,Club/Bar,6426,1.44,9241.26,0.85,5458.98,3782.28
T02584,01-08-2024,Lower Franconia,Erlangen,Club-Mate,Online,5969,1.33,7917.06,0.88,5244.26,2672.81
T02585,01-08-2024,Lower Franconia,Erlangen,Coca-Cola,Retail,9297,1.05,9718.7,0.54,5001.85,4716.85
T02586,01-08-2024,Lower Franconia,Erlangen,Coca-Cola,Supermarket,13922,0.83,11494.04,0.67,9386.13,2107.91
T02587,01-08-2024,Lower Franconia,Erlangen,Coca-Cola,Club/Bar,18646,0.92,17179.11,0.62,11486,5693.11
T02588,01-08-2024,Lower Franconia,Erlangen,Coca-Cola,Online,10073,0.83,8375.35,0.57,5766.19,2609.16
T02589,01-08-2024,Lower Franconia,Erlangen,Pepsi,Retail,14854,0.92,13624.27,0.66,9855.71,3768.56
T02590,01-08-2024,Lower Franconia,Erlangen,Pepsi,Supermarket,18144,0.83,15075.23,0.5,9088.15,5987.08
T02591,01-08-2024,Lower Franconia,Erlangen,Pepsi,Club/Bar,18271,1.05,19262.49,0.69,12581.79,6680.7
T02592,01-08-2024,Lower Franconia,Erlangen,Pepsi,Online,8591,0.8,6903.71,0.51,4391.85,2511.86
T02593,01-08-2024,Upper Palatinate,Bayreuth,Club-Mate,Retail,3499,1.34,4692.06,0.88,3092.72,1599.34
T02594,01-08-2024,Upper Palatinate,Bayreuth,Club-Mate,Supermarket,4119,1.24,5109.66,0.93,3815.2,1294.45
T02595,01-08-2024,Upper Palatinate,Bayreuth,Club-Mate,Club/Bar,5681,1.25,7105.29,0.87,4926.19,2179.1
T02596,01-08-2024,Upper Palatinate,Bayreuth,Club-Mate,Online,3047,1.47,4467.94,0.95,2894.74,1573.2
T02597,01-08-2024,Upper Palatinate,Bayreuth,Coca-Cola,Retail,11016,0.91,10005.82,0.66,7224.03,2781.79
T02598,01-08-2024,Upper Palatinate,Bayreuth,Coca-Cola,Supermarket,8339,0.86,7193.39,0.5,4194.15,2999.24
T02599,01-08-2024,Upper Palatinate,Bayreuth,Coca-Cola,Club/Bar,19176,0.82,15746.28,0.53,10126.34,5619.94
T02600,01-08-2024,Upper Palatinate,Bayreuth,Coca-Cola,Online,17822,1.2,21333.2,0.53,9405.07,11928.13
T02601,01-08-2024,Upper Palatinate,Bayreuth,Pepsi,Retail,17811,0.88,15665.79,0.6,10613.88,5051.91
T02602,01-08-2024,Upper Palatinate,Bayreuth,Pepsi,Supermarket,9687,1.09,10586.75,0.62,6047.29,4539.46
T02603,01-08-2024,Upper Palatinate,Bayreuth,Pepsi,Club/Bar,8447,1.05,8885.46,0.6,5073.93,3811.53
T02604,01-08-2024,Upper Palatinate,Bayreuth,Pepsi,Online,13692,1.04,14175.08,0.7,9551.96,4623.12
T02605,01-08-2024,Franconia,Bamberg,Club-Mate,Retail,5885,1.37,8047.22,0.93,5446.85,2600.37
T02606,01-08-2024,Franconia,Bamberg,Club-Mate,Supermarket,2545,1.31,3340.88,0.81,2050.03,1290.85
T02607,01-08-2024,Franconia,Bamberg,Club-Mate,Club/Bar,6703,1.34,8996.42,0.9,6058.77,2937.66
T02608,01-08-2024,Franconia,Bamberg,Club-Mate,Online,2062,1.3,2683.42,0.97,2003.52,679.9
T02609,01-08-2024,Franconia,Bamberg,Coca-Cola,Retail,13031,0.87,11332.17,0.65,8430.99,2901.18
T02610,01-08-2024,Franconia,Bamberg,Coca-Cola,Supermarket,12222,1.16,14145.76,0.6,7333.11,6812.65
T02611,01-08-2024,Franconia,Bamberg,Coca-Cola,Club/Bar,16985,0.97,16468.05,0.57,9649.62,6818.43
T02612,01-08-2024,Franconia,Bamberg,Coca-Cola,Online,13539,0.99,13389.17,0.62,8362.67,5026.5
T02613,01-08-2024,Franconia,Bamberg,Pepsi,Retail,16604,0.95,15836.11,0.56,9373.13,6462.99
T02614,01-08-2024,Franconia,Bamberg,Pepsi,Supermarket,14825,1.05,15588.08,0.63,9325.62,6262.46
T02615,01-08-2024,Franconia,Bamberg,Pepsi,Club/Bar,10776,0.8,8661.59,0.53,5755.77,2905.83
T02616,01-08-2024,Franconia,Bamberg,Pepsi,Online,15889,0.85,13571.43,0.65,10318.01,3253.42
T02617,01-08-2024,Lower Bavaria,Passau,Club-Mate,Retail,5315,1.3,6916.9,0.88,4694.37,2222.53
T02618,01-08-2024,Lower Bavaria,Passau,Club-Mate,Supermarket,2209,1.23,2706.85,0.88,1949.44,757.41
T02619,01-08-2024,Lower Bavaria,Passau,Club-Mate,Club/Bar,3192,1.23,3923.23,0.82,2627.97,1295.26
T02620,01-08-2024,Lower Bavaria,Passau,Club-Mate,Online,5851,1.32,7722.06,0.94,5474.56,2247.5
T02621,01-08-2024,Lower Bavaria,Passau,Coca-Cola,Retail,13573,0.84,11346.24,0.64,8659.11,2687.13
T02622,01-08-2024,Lower Bavaria,Passau,Coca-Cola,Supermarket,13128,1.16,15261.85,0.56,7292.22,7969.63
T02623,01-08-2024,Lower Bavaria,Passau,Coca-Cola,Club/Bar,15657,1.1,17227.86,0.68,10684.38,6543.48
T02624,01-08-2024,Lower Bavaria,Passau,Coca-Cola,Online,12586,1.15,14525.73,0.58,7317.93,7207.8
T02625,01-08-2024,Lower Bavaria,Passau,Pepsi,Retail,12623,1.14,14358.29,0.51,6409.11,7949.18
T02626,01-08-2024,Lower Bavaria,Passau,Pepsi,Supermarket,12875,1.04,13370.65,0.51,6507.75,6862.9
T02627,01-08-2024,Lower Bavaria,Passau,Pepsi,Club/Bar,18748,0.81,15228.9,0.53,9947.79,5281.1
T02628,01-08-2024,Lower Bavaria,Passau,Pepsi,Online,10748,1.1,11874.49,0.61,6592.4,5282.08
T02629,01-08-2024,Swabia,Rosenheim,Club-Mate,Retail,6819,1.48,10106.75,0.86,5876.75,4230
T02630,01-08-2024,Swabia,Rosenheim,Club-Mate,Supermarket,3848,1.5,5757.83,0.93,3559.84,2197.99
T02631,01-08-2024,Swabia,Rosenheim,Club-Mate,Club/Bar,3865,1.46,5650.65,0.99,3838.02,1812.63
T02632,01-08-2024,Swabia,Rosenheim,Club-Mate,Online,6547,1.49,9729.17,1,6546.09,3183.08
T02633,01-08-2024,Swabia,Rosenheim,Coca-Cola,Retail,14433,1.16,16721.27,0.53,7587.82,9133.45
T02634,01-08-2024,Swabia,Rosenheim,Coca-Cola,Supermarket,13085,1.16,15229.5,0.66,8658.87,6570.63
T02635,01-08-2024,Swabia,Rosenheim,Coca-Cola,Club/Bar,18481,0.94,17348.54,0.6,11126.15,6222.39
T02636,01-08-2024,Swabia,Rosenheim,Coca-Cola,Online,16545,1.16,19242.11,0.65,10832.03,8410.08
T02637,01-08-2024,Swabia,Rosenheim,Pepsi,Retail,13608,1.12,15278.84,0.59,8080.01,7198.84
T02638,01-08-2024,Swabia,Rosenheim,Pepsi,Supermarket,16353,0.87,14156.49,0.55,9043.23,5113.25
T02639,01-08-2024,Swabia,Rosenheim,Pepsi,Club/Bar,9558,0.81,7778.1,0.7,6645.81,1132.29
T02640,01-08-2024,Swabia,Rosenheim,Pepsi,Online,18834,0.88,16554.05,0.56,10588.72,5965.33
T02641,01-09-2024,Upper Franconia,Munich,Club-Mate,Retail,5275,1.22,6447.97,0.88,4625.46,1822.51
T02642,01-09-2024,Upper Franconia,Munich,Club-Mate,Supermarket,4334,1.48,6396.05,0.82,3559.7,2836.35
T02643,01-09-2024,Upper Franconia,Munich,Club-Mate,Club/Bar,5006,1.4,7023.68,0.84,4206.91,2816.77
T02644,01-09-2024,Upper Franconia,Munich,Club-Mate,Online,5114,1.26,6439.2,0.97,4963.44,1475.76
T02645,01-09-2024,Upper Franconia,Munich,Coca-Cola,Retail,15680,1.11,17366.62,0.68,10707.8,6658.82
T02646,01-09-2024,Upper Franconia,Munich,Coca-Cola,Supermarket,13259,1.05,13880.61,0.64,8468.93,5411.68
T02647,01-09-2024,Upper Franconia,Munich,Coca-Cola,Club/Bar,9424,0.81,7660.63,0.59,5545.37,2115.26
T02648,01-09-2024,Upper Franconia,Munich,Coca-Cola,Online,19121,0.83,15920.97,0.65,12377.04,3543.93
T02649,01-09-2024,Upper Franconia,Munich,Pepsi,Retail,14347,1.01,14438.18,0.57,8199.7,6238.48
T02650,01-09-2024,Upper Franconia,Munich,Pepsi,Supermarket,19295,0.91,17507.45,0.69,13383.44,4124.01
T02651,01-09-2024,Upper Franconia,Munich,Pepsi,Club/Bar,19307,0.82,15745.87,0.7,13492.52,2253.35
T02652,01-09-2024,Upper Franconia,Munich,Pepsi,Online,17672,1.16,20475.37,0.56,9879.05,10596.32
T02653,01-09-2024,Swabia,Nuremberg,Club-Mate,Retail,5163,1.46,7554.17,1,5158.22,2395.95
T02654,01-09-2024,Swabia,Nuremberg,Club-Mate,Supermarket,5351,1.45,7768.62,0.83,4420.07,3348.55
T02655,01-09-2024,Swabia,Nuremberg,Club-Mate,Club/Bar,6890,1.42,9788.78,0.99,6790.5,2998.28
T02656,01-09-2024,Swabia,Nuremberg,Club-Mate,Online,4967,1.28,6373.16,0.97,4827.07,1546.09
T02657,01-09-2024,Swabia,Nuremberg,Coca-Cola,Retail,14425,1.12,16185.25,0.55,7973.59,8211.66
T02658,01-09-2024,Swabia,Nuremberg,Coca-Cola,Supermarket,13771,0.96,13259.28,0.61,8373.71,4885.57
T02659,01-09-2024,Swabia,Nuremberg,Coca-Cola,Club/Bar,16067,1.17,18780.18,0.55,8859.58,9920.61
T02660,01-09-2024,Swabia,Nuremberg,Coca-Cola,Online,14433,0.92,13314.99,0.66,9521.32,3793.67
T02661,01-09-2024,Swabia,Nuremberg,Pepsi,Retail,8131,0.8,6523.81,0.65,5260.49,1263.32
T02662,01-09-2024,Swabia,Nuremberg,Pepsi,Supermarket,8375,0.88,7356.89,0.61,5096.04,2260.84
T02663,01-09-2024,Swabia,Nuremberg,Pepsi,Club/Bar,8847,0.88,7750.23,0.51,4472.21,3278.01
T02664,01-09-2024,Swabia,Nuremberg,Pepsi,Online,15195,0.85,12913.57,0.6,9094.73,3818.84
T02665,01-09-2024,Lower Bavaria,Augsburg,Club-Mate,Retail,2784,1.38,3832.14,0.94,2626.52,1205.62
T02666,01-09-2024,Lower Bavaria,Augsburg,Club-Mate,Supermarket,3017,1.46,4400.48,0.84,2529.97,1870.52
T02667,01-09-2024,Lower Bavaria,Augsburg,Club-Mate,Club/Bar,2748,1.33,3659.05,0.88,2424.18,1234.87
T02668,01-09-2024,Lower Bavaria,Augsburg,Club-Mate,Online,5352,1.5,8019.38,0.82,4407.34,3612.05
T02669,01-09-2024,Lower Bavaria,Augsburg,Coca-Cola,Retail,19180,1.19,22831.37,0.56,10767.41,12063.96
T02670,01-09-2024,Lower Bavaria,Augsburg,Coca-Cola,Supermarket,9441,1.02,9629.17,0.6,5663.46,3965.71
T02671,01-09-2024,Lower Bavaria,Augsburg,Coca-Cola,Club/Bar,15333,0.82,12520.35,0.6,9141.1,3379.25
T02672,01-09-2024,Lower Bavaria,Augsburg,Coca-Cola,Online,15667,0.91,14209.41,0.65,10168.12,4041.29
T02673,01-09-2024,Lower Bavaria,Augsburg,Pepsi,Retail,12109,1.04,12621.89,0.5,6066.36,6555.53
T02674,01-09-2024,Lower Bavaria,Augsburg,Pepsi,Supermarket,10487,0.86,9066.59,0.67,7011,2055.59
T02675,01-09-2024,Lower Bavaria,Augsburg,Pepsi,Club/Bar,12649,0.84,10629.99,0.52,6586.96,4043.03
T02676,01-09-2024,Lower Bavaria,Augsburg,Pepsi,Online,14330,0.84,12035.32,0.64,9210.66,2824.66
T02677,01-09-2024,Lower Franconia,Regensburg,Club-Mate,Retail,2551,1.4,3579.1,0.95,2428.36,1150.74
T02678,01-09-2024,Lower Franconia,Regensburg,Club-Mate,Supermarket,4294,1.31,5641.65,0.97,4152.87,1488.78
T02679,01-09-2024,Lower Franconia,Regensburg,Club-Mate,Club/Bar,2692,1.31,3534.44,0.84,2265.25,1269.19
T02680,01-09-2024,Lower Franconia,Regensburg,Club-Mate,Online,3882,1.36,5280.38,0.81,3141.96,2138.42
T02681,01-09-2024,Lower Franconia,Regensburg,Coca-Cola,Retail,12494,1.01,12639.76,0.52,6524.63,6115.13
T02682,01-09-2024,Lower Franconia,Regensburg,Coca-Cola,Supermarket,14204,1,14177.74,0.55,7774.89,6402.85
T02683,01-09-2024,Lower Franconia,Regensburg,Coca-Cola,Club/Bar,12095,0.89,10808.5,0.64,7795.57,3012.93
T02684,01-09-2024,Lower Franconia,Regensburg,Coca-Cola,Online,15451,1.16,17997.74,0.62,9623.94,8373.8
T02685,01-09-2024,Lower Franconia,Regensburg,Pepsi,Retail,8510,1.16,9849.63,0.65,5567.83,4281.8
T02686,01-09-2024,Lower Franconia,Regensburg,Pepsi,Supermarket,15614,0.94,14723.96,0.63,9844.46,4879.51
T02687,01-09-2024,Lower Franconia,Regensburg,Pepsi,Club/Bar,8371,1.14,9501.13,0.7,5836.73,3664.4
T02688,01-09-2024,Lower Franconia,Regensburg,Pepsi,Online,8236,0.93,7661.2,0.69,5670.65,1990.55
T02689,01-09-2024,Lower Franconia,Würzburg,Club-Mate,Retail,4276,1.25,5356.76,0.91,3895.43,1461.33
T02690,01-09-2024,Lower Franconia,Würzburg,Club-Mate,Supermarket,3640,1.33,4849.98,0.89,3240.94,1609.04
T02691,01-09-2024,Lower Franconia,Würzburg,Club-Mate,Club/Bar,5045,1.21,6096.13,0.9,4547.53,1548.6
T02692,01-09-2024,Lower Franconia,Würzburg,Club-Mate,Online,6992,1.31,9181.2,0.86,6029.41,3151.79
T02693,01-09-2024,Lower Franconia,Würzburg,Coca-Cola,Retail,15357,0.99,15185.79,0.58,8902.94,6282.85
T02694,01-09-2024,Lower Franconia,Würzburg,Coca-Cola,Supermarket,13065,0.87,11338.3,0.67,8689.31,2649
T02695,01-09-2024,Lower Franconia,Würzburg,Coca-Cola,Club/Bar,16577,0.98,16310.96,0.6,10028.74,6282.21
T02696,01-09-2024,Lower Franconia,Würzburg,Coca-Cola,Online,14819,0.91,13524.57,0.52,7767.61,5756.96
T02697,01-09-2024,Lower Franconia,Würzburg,Pepsi,Retail,10382,0.88,9112.38,0.51,5325.65,3786.73
T02698,01-09-2024,Lower Franconia,Würzburg,Pepsi,Supermarket,11919,0.85,10080.71,0.66,7883.51,2197.2
T02699,01-09-2024,Lower Franconia,Würzburg,Pepsi,Club/Bar,19749,0.88,17288.63,0.51,10100.96,7187.67
T02700,01-09-2024,Lower Franconia,Würzburg,Pepsi,Online,11814,1.07,12608.93,0.51,6036.58,6572.35
T02701,01-09-2024,Upper Bavaria,Ingolstadt,Club-Mate,Retail,6540,1.23,8044.94,0.9,5911.57,2133.37
T02702,01-09-2024,Upper Bavaria,Ingolstadt,Club-Mate,Supermarket,6323,1.4,8854.04,0.96,6083.07,2770.97
T02703,01-09-2024,Upper Bavaria,Ingolstadt,Club-Mate,Club/Bar,3919,1.45,5672.37,0.95,3704.06,1968.32
T02704,01-09-2024,Upper Bavaria,Ingolstadt,Club-Mate,Online,6073,1.38,8352.54,0.96,5808.54,2544
T02705,01-09-2024,Upper Bavaria,Ingolstadt,Coca-Cola,Retail,10152,1.05,10671.69,0.52,5249.06,5422.63
T02706,01-09-2024,Upper Bavaria,Ingolstadt,Coca-Cola,Supermarket,19441,0.87,16823.05,0.51,9969.31,6853.74
T02707,01-09-2024,Upper Bavaria,Ingolstadt,Coca-Cola,Club/Bar,19822,1.01,19921.26,0.69,13644.2,6277.05
